lga_name,date,year,month_num,month_name,month_label,age_group,sex,Assault,Grievous Assault,Serious Assault,Sexual Offences,Robbery,Armed Robbery,Unlawful Entry,Other Property Damage,Fraud,Breach Domestic Violence Protection Order,Drink Driving
Banana Shire Council,2011-09-01,2011,9,September,Sep 2011,Juvenile,Female,0,0,0,0,0,0,9,0,1,0,0
Banana Shire Council,2011-09-01,2011,9,September,Sep 2011,Juvenile,Male,0,0,0,0,0,0,2,0,0,0,0
Banana Shire Council,2011-10-01,2011,10,October,Oct 2011,Adult,Female,1,0,0,0,0,0,1,0,1,0,2
Banana Shire Council,2011-10-01,2011,10,October,Oct 2011,Adult,Male,3,0,1,0,0,0,1,4,0,10,7
Banana Shire Council,2011-10-01,2011,10,October,Oct 2011,Juvenile,Male,0,0,0,0,0,0,1,2,0,0,0
Banana Shire Council,2011-11-01,2011,11,November,Nov 2011,Adult,Female,2,0,0,0,0,0,0,0,1,1,2
Banana Shire Council,2011-11-01,2011,11,November,Nov 2011,Adult,Male,3,0,3,0,0,0,0,2,1,3,10
Banana Shire Council,2011-11-01,2011,11,November,Nov 2011,Juvenile,Female,0,0,0,0,0,0,3,1,0,0,0
Banana Shire Council,2011-11-01,2011,11,November,Nov 2011,Juvenile,Male,1,0,1,0,0,0,3,3,0,0,0
Banana Shire Council,2011-12-01,2011,12,December,Dec 2011,Adult,Female,1,0,0,0,0,0,0,0,1,2,1
Banana Shire Council,2011-12-01,2011,12,December,Dec 2011,Adult,Male,1,0,1,1,0,0,2,5,0,2,8
Banana Shire Council,2011-12-01,2011,12,December,Dec 2011,Juvenile,Female,0,0,0,0,0,0,5,0,0,0,0
Banana Shire Council,2011-12-01,2011,12,December,Dec 2011,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Banana Shire Council,2012-01-01,2012,1,January,Jan 2012,Adult,Female,1,0,0,0,0,0,0,1,0,3,2
Banana Shire Council,2012-01-01,2012,1,January,Jan 2012,Adult,Male,2,1,1,0,0,0,8,4,0,4,5
Banana Shire Council,2012-01-01,2012,1,January,Jan 2012,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Banana Shire Council,2012-02-01,2012,2,February,Feb 2012,Adult,Female,0,0,0,0,0,0,0,1,0,4,1
Banana Shire Council,2012-02-01,2012,2,February,Feb 2012,Adult,Male,0,0,0,1,0,0,9,0,11,1,13
Banana Shire Council,2012-02-01,2012,2,February,Feb 2012,Juvenile,Female,0,0,0,0,3,0,0,0,0,0,0
Banana Shire Council,2012-02-01,2012,2,February,Feb 2012,Juvenile,Male,0,0,0,0,0,0,6,0,0,0,0
Banana Shire Council,2012-03-01,2012,3,March,Mar 2012,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Banana Shire Council,2012-03-01,2012,3,March,Mar 2012,Adult,Male,2,2,0,2,0,0,6,1,1,2,9
Banana Shire Council,2012-03-01,2012,3,March,Mar 2012,Juvenile,Female,0,0,0,1,0,0,0,0,0,0,0
Banana Shire Council,2012-03-01,2012,3,March,Mar 2012,Juvenile,Male,0,0,0,1,0,0,0,3,0,0,0
Banana Shire Council,2012-04-01,2012,4,April,Apr 2012,Adult,Female,0,0,0,0,0,0,1,0,0,0,1
Banana Shire Council,2012-04-01,2012,4,April,Apr 2012,Adult,Male,1,0,1,0,0,0,21,2,0,1,10
Banana Shire Council,2012-04-01,2012,4,April,Apr 2012,Juvenile,Male,0,0,0,0,0,0,5,3,0,0,0
Banana Shire Council,2012-05-01,2012,5,May,May 2012,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2012-05-01,2012,5,May,May 2012,Adult,Male,6,0,4,0,0,0,0,0,0,4,16
Banana Shire Council,2012-05-01,2012,5,May,May 2012,Juvenile,Male,0,0,0,0,0,0,6,0,0,0,1
Banana Shire Council,2012-06-01,2012,6,June,Jun 2012,Adult,Female,1,0,0,0,0,0,0,0,1,1,2
Banana Shire Council,2012-06-01,2012,6,June,Jun 2012,Adult,Male,4,0,0,0,0,0,1,1,0,3,11
Banana Shire Council,2012-06-01,2012,6,June,Jun 2012,Juvenile,Male,0,0,0,0,0,0,0,4,0,0,0
Banana Shire Council,2012-07-01,2012,7,July,Jul 2012,Adult,Female,3,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2012-07-01,2012,7,July,Jul 2012,Adult,Male,5,0,3,1,0,0,2,0,0,2,3
Banana Shire Council,2012-07-01,2012,7,July,Jul 2012,Juvenile,Male,0,0,0,1,0,0,2,0,0,0,0
Banana Shire Council,2012-08-01,2012,8,August,Aug 2012,Adult,Female,0,0,0,0,0,0,0,1,1,5,0
Banana Shire Council,2012-08-01,2012,8,August,Aug 2012,Adult,Male,2,1,1,0,0,0,0,0,0,4,8
Banana Shire Council,2012-08-01,2012,8,August,Aug 2012,Juvenile,Male,0,0,0,0,0,0,1,0,1,0,0
Banana Shire Council,2012-09-01,2012,9,September,Sep 2012,Adult,Female,2,0,0,0,0,0,1,0,0,2,2
Banana Shire Council,2012-09-01,2012,9,September,Sep 2012,Adult,Male,2,1,1,0,0,0,7,2,1,1,9
Banana Shire Council,2012-09-01,2012,9,September,Sep 2012,Juvenile,Female,0,0,0,0,0,0,1,0,0,0,0
Banana Shire Council,2012-09-01,2012,9,September,Sep 2012,Juvenile,Male,2,0,0,0,0,0,9,0,1,0,0
Banana Shire Council,2012-10-01,2012,10,October,Oct 2012,Adult,Female,4,1,3,0,0,0,0,0,0,1,0
Banana Shire Council,2012-10-01,2012,10,October,Oct 2012,Adult,Male,1,0,1,0,0,0,1,2,3,2,4
Banana Shire Council,2012-10-01,2012,10,October,Oct 2012,Juvenile,Female,0,0,0,0,0,0,1,0,1,0,0
Banana Shire Council,2012-10-01,2012,10,October,Oct 2012,Juvenile,Male,0,0,0,0,0,0,0,5,0,0,0
Banana Shire Council,2012-11-01,2012,11,November,Nov 2012,Adult,Female,1,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2012-11-01,2012,11,November,Nov 2012,Adult,Male,1,0,1,1,0,0,7,3,0,2,11
Banana Shire Council,2012-11-01,2012,11,November,Nov 2012,Juvenile,Female,1,0,0,0,0,0,0,2,0,0,0
Banana Shire Council,2012-11-01,2012,11,November,Nov 2012,Juvenile,Male,0,0,0,0,0,0,0,6,0,0,0
Banana Shire Council,2012-12-01,2012,12,December,Dec 2012,Adult,Female,1,0,0,0,0,0,2,0,0,0,2
Banana Shire Council,2012-12-01,2012,12,December,Dec 2012,Adult,Male,2,0,1,0,0,0,1,1,0,5,4
Banana Shire Council,2012-12-01,2012,12,December,Dec 2012,Juvenile,Female,1,0,0,0,0,0,0,5,0,0,0
Banana Shire Council,2012-12-01,2012,12,December,Dec 2012,Juvenile,Male,0,0,0,0,0,0,2,4,0,0,0
Banana Shire Council,2013-01-01,2013,1,January,Jan 2013,Adult,Female,0,0,0,2,0,0,0,0,0,1,0
Banana Shire Council,2013-01-01,2013,1,January,Jan 2013,Adult,Male,3,0,2,5,0,0,0,2,0,8,9
Banana Shire Council,2013-02-01,2013,2,February,Feb 2013,Adult,Female,0,0,0,0,0,0,0,0,2,0,1
Banana Shire Council,2013-02-01,2013,2,February,Feb 2013,Adult,Male,2,0,1,1,0,0,0,0,0,3,6
Banana Shire Council,2013-03-01,2013,3,March,Mar 2013,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2013-03-01,2013,3,March,Mar 2013,Adult,Male,5,0,3,1,0,0,0,3,0,3,13
Banana Shire Council,2013-03-01,2013,3,March,Mar 2013,Juvenile,Female,1,1,0,0,0,0,0,0,0,0,0
Banana Shire Council,2013-03-01,2013,3,March,Mar 2013,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Banana Shire Council,2013-04-01,2013,4,April,Apr 2013,Adult,Female,0,0,0,0,0,0,1,0,1,0,4
Banana Shire Council,2013-04-01,2013,4,April,Apr 2013,Adult,Male,3,0,1,1,0,0,1,1,0,0,4
Banana Shire Council,2013-04-01,2013,4,April,Apr 2013,Juvenile,Female,0,0,0,0,0,0,1,0,0,0,0
Banana Shire Council,2013-04-01,2013,4,April,Apr 2013,Juvenile,Male,3,0,2,0,0,0,2,3,0,0,0
Banana Shire Council,2013-05-01,2013,5,May,May 2013,Adult,Female,1,0,1,0,0,0,0,0,0,0,0
Banana Shire Council,2013-05-01,2013,5,May,May 2013,Adult,Male,3,0,0,0,0,0,0,3,0,3,9
Banana Shire Council,2013-05-01,2013,5,May,May 2013,Juvenile,Male,0,0,0,0,0,0,3,0,0,0,1
Banana Shire Council,2013-06-01,2013,6,June,Jun 2013,Adult,Female,0,0,0,0,0,0,0,0,0,1,2
Banana Shire Council,2013-06-01,2013,6,June,Jun 2013,Adult,Male,3,1,1,1,0,0,0,0,0,4,7
Banana Shire Council,2013-06-01,2013,6,June,Jun 2013,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Banana Shire Council,2013-07-01,2013,7,July,Jul 2013,Adult,Female,0,0,0,0,0,0,0,2,0,0,0
Banana Shire Council,2013-07-01,2013,7,July,Jul 2013,Adult,Male,1,0,0,0,1,0,0,5,0,1,20
Banana Shire Council,2013-07-01,2013,7,July,Jul 2013,Juvenile,Male,0,0,0,0,0,0,2,3,0,1,0
Banana Shire Council,2013-08-01,2013,8,August,Aug 2013,Adult,Female,0,0,0,0,0,0,0,0,0,0,3
Banana Shire Council,2013-08-01,2013,8,August,Aug 2013,Adult,Male,2,0,1,0,0,0,0,2,0,2,17
Banana Shire Council,2013-08-01,2013,8,August,Aug 2013,Juvenile,Male,0,0,0,0,0,0,0,0,0,1,0
Banana Shire Council,2013-09-01,2013,9,September,Sep 2013,Adult,Female,0,0,0,0,0,0,0,1,0,0,2
Banana Shire Council,2013-09-01,2013,9,September,Sep 2013,Adult,Male,1,0,1,0,0,0,0,3,0,2,18
Banana Shire Council,2013-09-01,2013,9,September,Sep 2013,Juvenile,Female,3,0,0,0,0,0,0,0,0,0,0
Banana Shire Council,2013-09-01,2013,9,September,Sep 2013,Juvenile,Male,0,0,0,0,0,0,0,7,0,0,0
Banana Shire Council,2013-10-01,2013,10,October,Oct 2013,Adult,Female,1,0,0,0,0,0,0,1,0,1,5
Banana Shire Council,2013-10-01,2013,10,October,Oct 2013,Adult,Male,3,0,1,0,1,0,0,0,4,4,11
Banana Shire Council,2013-10-01,2013,10,October,Oct 2013,Juvenile,Male,0,0,0,0,0,0,2,3,10,0,0
Banana Shire Council,2013-11-01,2013,11,November,Nov 2013,Adult,Female,1,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2013-11-01,2013,11,November,Nov 2013,Adult,Male,3,0,1,0,0,0,0,1,2,2,7
Banana Shire Council,2013-11-01,2013,11,November,Nov 2013,Juvenile,Female,1,0,1,0,0,0,0,0,0,0,0
Banana Shire Council,2013-11-01,2013,11,November,Nov 2013,Juvenile,Male,0,0,0,0,0,0,2,1,0,0,0
Banana Shire Council,2013-12-01,2013,12,December,Dec 2013,Adult,Female,1,0,0,0,0,0,0,1,0,0,1
Banana Shire Council,2013-12-01,2013,12,December,Dec 2013,Adult,Male,4,0,2,0,0,0,1,0,0,0,9
Banana Shire Council,2013-12-01,2013,12,December,Dec 2013,Juvenile,Male,0,0,0,1,1,1,3,0,0,0,0
Banana Shire Council,2014-01-01,2014,1,January,Jan 2014,Adult,Female,0,0,0,0,0,0,0,1,6,1,1
Banana Shire Council,2014-01-01,2014,1,January,Jan 2014,Adult,Male,4,0,2,1,0,0,10,4,0,2,9
Banana Shire Council,2014-01-01,2014,1,January,Jan 2014,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Banana Shire Council,2014-02-01,2014,2,February,Feb 2014,Adult,Female,1,0,0,0,0,0,0,0,1,1,0
Banana Shire Council,2014-02-01,2014,2,February,Feb 2014,Adult,Male,4,0,4,0,0,0,5,2,0,1,11
Banana Shire Council,2014-02-01,2014,2,February,Feb 2014,Juvenile,Male,1,0,1,0,0,0,0,3,0,0,0
Banana Shire Council,2014-03-01,2014,3,March,Mar 2014,Adult,Female,0,0,0,0,0,0,0,0,0,1,2
Banana Shire Council,2014-03-01,2014,3,March,Mar 2014,Adult,Male,2,0,1,1,0,0,4,1,0,2,10
Banana Shire Council,2014-03-01,2014,3,March,Mar 2014,Juvenile,Male,2,0,1,0,0,0,1,2,0,0,0
Banana Shire Council,2014-04-01,2014,4,April,Apr 2014,Adult,Female,1,0,0,0,0,0,0,0,0,0,1
Banana Shire Council,2014-04-01,2014,4,April,Apr 2014,Adult,Male,1,0,0,1,1,1,0,5,0,3,16
Banana Shire Council,2014-04-01,2014,4,April,Apr 2014,Juvenile,Male,1,0,0,0,0,0,0,4,0,0,0
Banana Shire Council,2014-05-01,2014,5,May,May 2014,Adult,Male,3,0,2,1,0,0,9,2,6,4,13
Banana Shire Council,2014-05-01,2014,5,May,May 2014,Juvenile,Female,0,0,0,0,0,0,1,0,0,0,0
Banana Shire Council,2014-05-01,2014,5,May,May 2014,Juvenile,Male,4,1,0,0,0,0,2,6,0,0,0
Banana Shire Council,2014-06-01,2014,6,June,Jun 2014,Adult,Female,1,0,1,0,0,0,1,0,0,0,2
Banana Shire Council,2014-06-01,2014,6,June,Jun 2014,Adult,Male,1,0,1,1,0,0,0,1,0,0,9
Banana Shire Council,2014-06-01,2014,6,June,Jun 2014,Juvenile,Male,0,0,0,0,0,0,2,2,0,0,0
Banana Shire Council,2014-07-01,2014,7,July,Jul 2014,Adult,Female,0,0,0,0,0,0,0,0,0,1,2
Banana Shire Council,2014-07-01,2014,7,July,Jul 2014,Adult,Male,1,0,0,0,0,0,1,1,0,6,10
Banana Shire Council,2014-08-01,2014,8,August,Aug 2014,Adult,Female,0,0,0,0,0,0,1,0,2,1,0
Banana Shire Council,2014-08-01,2014,8,August,Aug 2014,Adult,Male,2,0,0,0,0,0,3,3,1,5,3
Banana Shire Council,2014-08-01,2014,8,August,Aug 2014,Juvenile,Male,0,0,0,1,0,0,2,1,0,0,0
Banana Shire Council,2014-09-01,2014,9,September,Sep 2014,Adult,Female,3,0,2,0,0,0,1,0,1,0,2
Banana Shire Council,2014-09-01,2014,9,September,Sep 2014,Adult,Male,1,0,1,1,0,0,0,1,1,2,10
Banana Shire Council,2014-09-01,2014,9,September,Sep 2014,Juvenile,Female,0,0,0,0,0,0,1,0,0,0,1
Banana Shire Council,2014-09-01,2014,9,September,Sep 2014,Juvenile,Male,0,0,0,0,0,0,1,1,0,1,0
Banana Shire Council,2014-10-01,2014,10,October,Oct 2014,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2014-10-01,2014,10,October,Oct 2014,Adult,Male,2,0,0,1,1,0,1,1,1,6,9
Banana Shire Council,2014-10-01,2014,10,October,Oct 2014,Juvenile,Female,0,0,0,0,0,0,0,0,0,0,1
Banana Shire Council,2014-10-01,2014,10,October,Oct 2014,Juvenile,Male,1,0,1,0,0,0,0,1,0,0,0
Banana Shire Council,2014-11-01,2014,11,November,Nov 2014,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Banana Shire Council,2014-11-01,2014,11,November,Nov 2014,Adult,Male,0,0,0,0,0,0,3,0,0,7,10
Banana Shire Council,2014-11-01,2014,11,November,Nov 2014,Juvenile,Male,0,0,0,1,0,0,0,0,0,0,0
Banana Shire Council,2014-12-01,2014,12,December,Dec 2014,Adult,Female,1,0,1,0,0,0,0,0,0,0,1
Banana Shire Council,2014-12-01,2014,12,December,Dec 2014,Adult,Male,2,0,1,2,0,0,1,1,0,2,15
Banana Shire Council,2014-12-01,2014,12,December,Dec 2014,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Banana Shire Council,2014-12-01,2014,12,December,Dec 2014,Juvenile,Male,0,0,0,1,0,0,0,0,0,0,0
Banana Shire Council,2015-01-01,2015,1,January,Jan 2015,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2015-01-01,2015,1,January,Jan 2015,Adult,Male,2,0,2,0,0,0,3,0,0,0,5
Banana Shire Council,2015-01-01,2015,1,January,Jan 2015,Juvenile,Male,0,0,0,0,0,0,3,2,8,0,1
Banana Shire Council,2015-02-01,2015,2,February,Feb 2015,Adult,Female,0,0,0,0,0,0,0,0,0,2,1
Banana Shire Council,2015-02-01,2015,2,February,Feb 2015,Adult,Male,1,0,0,0,0,0,1,0,0,5,11
Banana Shire Council,2015-02-01,2015,2,February,Feb 2015,Juvenile,Male,0,0,0,0,0,0,0,0,0,0,1
Banana Shire Council,2015-03-01,2015,3,March,Mar 2015,Adult,Female,0,0,0,0,0,0,2,0,0,1,0
Banana Shire Council,2015-03-01,2015,3,March,Mar 2015,Adult,Male,3,0,2,0,0,0,4,4,2,6,4
Banana Shire Council,2015-03-01,2015,3,March,Mar 2015,Juvenile,Female,2,0,1,0,0,0,0,1,0,0,0
Banana Shire Council,2015-03-01,2015,3,March,Mar 2015,Juvenile,Male,4,0,2,0,0,0,7,1,0,0,0
Banana Shire Council,2015-04-01,2015,4,April,Apr 2015,Adult,Female,0,0,0,0,0,0,0,0,0,1,1
Banana Shire Council,2015-04-01,2015,4,April,Apr 2015,Adult,Male,1,0,0,1,0,0,4,0,0,4,3
Banana Shire Council,2015-05-01,2015,5,May,May 2015,Adult,Female,2,1,0,0,0,0,0,0,0,1,1
Banana Shire Council,2015-05-01,2015,5,May,May 2015,Adult,Male,3,0,1,1,0,0,0,1,0,3,5
Banana Shire Council,2015-05-01,2015,5,May,May 2015,Juvenile,Female,0,0,0,0,0,0,0,4,0,0,0
Banana Shire Council,2015-06-01,2015,6,June,Jun 2015,Adult,Female,2,0,2,0,0,0,0,0,1,0,1
Banana Shire Council,2015-06-01,2015,6,June,Jun 2015,Adult,Male,2,0,1,1,0,0,2,3,0,4,4
Banana Shire Council,2015-06-01,2015,6,June,Jun 2015,Juvenile,Male,0,0,0,0,0,0,3,1,0,0,0
Banana Shire Council,2015-07-01,2015,7,July,Jul 2015,Adult,Female,2,0,1,0,0,0,0,0,0,0,1
Banana Shire Council,2015-07-01,2015,7,July,Jul 2015,Adult,Male,2,0,0,0,0,0,34,1,1,2,6
Banana Shire Council,2015-08-01,2015,8,August,Aug 2015,Adult,Female,0,0,0,0,0,0,0,0,0,1,2
Banana Shire Council,2015-08-01,2015,8,August,Aug 2015,Adult,Male,6,0,2,0,0,0,1,2,0,3,8
Banana Shire Council,2015-08-01,2015,8,August,Aug 2015,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,1
Banana Shire Council,2015-08-01,2015,8,August,Aug 2015,Juvenile,Male,0,0,0,0,0,0,0,0,1,0,0
Banana Shire Council,2015-09-01,2015,9,September,Sep 2015,Adult,Female,1,0,1,0,0,0,0,0,1,0,1
Banana Shire Council,2015-09-01,2015,9,September,Sep 2015,Adult,Male,2,0,1,0,0,0,0,2,0,0,6
Banana Shire Council,2015-09-01,2015,9,September,Sep 2015,Juvenile,Female,1,0,1,0,0,0,0,1,0,0,0
Banana Shire Council,2015-09-01,2015,9,September,Sep 2015,Juvenile,Male,2,0,0,0,0,0,0,0,0,0,0
Banana Shire Council,2015-10-01,2015,10,October,Oct 2015,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2015-10-01,2015,10,October,Oct 2015,Adult,Male,5,1,2,0,0,0,0,1,0,2,17
Banana Shire Council,2015-10-01,2015,10,October,Oct 2015,Juvenile,Male,0,0,0,0,0,0,5,0,0,0,0
Banana Shire Council,2015-11-01,2015,11,November,Nov 2015,Adult,Female,2,0,0,0,0,0,0,0,0,0,4
Banana Shire Council,2015-11-01,2015,11,November,Nov 2015,Adult,Male,6,0,3,1,1,1,6,4,3,5,12
Banana Shire Council,2015-11-01,2015,11,November,Nov 2015,Juvenile,Male,1,0,0,0,0,0,0,1,0,0,0
Banana Shire Council,2015-12-01,2015,12,December,Dec 2015,Adult,Female,1,0,0,0,0,0,0,0,0,0,1
Banana Shire Council,2015-12-01,2015,12,December,Dec 2015,Adult,Male,0,0,0,0,0,0,0,3,1,2,13
Banana Shire Council,2015-12-01,2015,12,December,Dec 2015,Juvenile,Male,1,0,1,0,0,0,3,0,0,0,0
Banana Shire Council,2016-01-01,2016,1,January,Jan 2016,Adult,Female,2,0,1,0,0,0,0,1,0,2,0
Banana Shire Council,2016-01-01,2016,1,January,Jan 2016,Adult,Male,0,0,0,5,0,0,2,0,0,3,6
Banana Shire Council,2016-02-01,2016,2,February,Feb 2016,Adult,Female,0,0,0,0,0,0,0,0,0,1,2
Banana Shire Council,2016-02-01,2016,2,February,Feb 2016,Adult,Male,1,0,1,0,0,0,1,1,0,5,6
Banana Shire Council,2016-02-01,2016,2,February,Feb 2016,Juvenile,Male,1,0,1,0,0,0,4,1,1,0,0
Banana Shire Council,2016-03-01,2016,3,March,Mar 2016,Adult,Female,0,0,0,0,0,0,0,0,0,0,3
Banana Shire Council,2016-03-01,2016,3,March,Mar 2016,Adult,Male,3,0,1,0,1,1,1,1,1,4,11
Banana Shire Council,2016-03-01,2016,3,March,Mar 2016,Juvenile,Male,0,0,0,0,0,0,2,0,0,0,0
Banana Shire Council,2016-04-01,2016,4,April,Apr 2016,Adult,Female,0,0,0,0,0,0,0,0,0,0,1
Banana Shire Council,2016-04-01,2016,4,April,Apr 2016,Adult,Male,0,0,0,0,0,0,1,1,3,4,8
Banana Shire Council,2016-04-01,2016,4,April,Apr 2016,Juvenile,Male,0,0,0,0,0,0,2,0,0,0,0
Banana Shire Council,2016-05-01,2016,5,May,May 2016,Adult,Female,0,0,0,0,0,0,0,0,0,1,2
Banana Shire Council,2016-05-01,2016,5,May,May 2016,Adult,Male,0,0,0,0,0,0,1,0,0,5,12
Banana Shire Council,2016-05-01,2016,5,May,May 2016,Juvenile,Male,1,0,0,0,0,0,0,0,0,0,0
Banana Shire Council,2016-06-01,2016,6,June,Jun 2016,Adult,Female,0,0,0,0,0,0,1,0,0,1,3
Banana Shire Council,2016-06-01,2016,6,June,Jun 2016,Adult,Male,2,0,0,0,0,0,4,1,1,0,2
Banana Shire Council,2016-06-01,2016,6,June,Jun 2016,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Banana Shire Council,2016-07-01,2016,7,July,Jul 2016,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2016-07-01,2016,7,July,Jul 2016,Adult,Male,3,0,3,0,0,0,3,1,0,6,7
Banana Shire Council,2016-07-01,2016,7,July,Jul 2016,Juvenile,Female,1,0,1,0,0,0,0,0,0,0,0
Banana Shire Council,2016-07-01,2016,7,July,Jul 2016,Juvenile,Male,0,0,0,0,0,0,0,0,1,0,0
Banana Shire Council,2016-08-01,2016,8,August,Aug 2016,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2016-08-01,2016,8,August,Aug 2016,Adult,Male,0,0,0,0,0,0,0,1,2,8,4
Banana Shire Council,2016-08-01,2016,8,August,Aug 2016,Juvenile,Female,0,0,0,0,0,0,3,2,0,0,0
Banana Shire Council,2016-08-01,2016,8,August,Aug 2016,Juvenile,Male,0,0,0,0,0,0,3,3,0,0,0
Banana Shire Council,2016-09-01,2016,9,September,Sep 2016,Adult,Female,0,0,0,0,0,0,0,1,0,1,0
Banana Shire Council,2016-09-01,2016,9,September,Sep 2016,Adult,Male,3,0,1,2,0,0,2,6,0,5,4
Banana Shire Council,2016-09-01,2016,9,September,Sep 2016,Juvenile,Male,0,0,0,0,0,0,1,1,0,0,0
Banana Shire Council,2016-10-01,2016,10,October,Oct 2016,Adult,Female,0,0,0,0,0,0,0,0,4,0,0
Banana Shire Council,2016-10-01,2016,10,October,Oct 2016,Adult,Male,2,0,1,2,0,0,3,1,1,2,7
Banana Shire Council,2016-10-01,2016,10,October,Oct 2016,Juvenile,Female,0,0,0,0,0,0,2,0,0,0,0
Banana Shire Council,2016-10-01,2016,10,October,Oct 2016,Juvenile,Male,0,0,0,1,0,0,1,3,0,0,0
Banana Shire Council,2016-11-01,2016,11,November,Nov 2016,Adult,Female,0,0,0,0,0,0,2,0,0,2,5
Banana Shire Council,2016-11-01,2016,11,November,Nov 2016,Adult,Male,5,1,3,0,0,0,0,1,0,10,9
Banana Shire Council,2016-11-01,2016,11,November,Nov 2016,Juvenile,Male,1,0,1,0,0,0,4,3,0,0,0
Banana Shire Council,2016-12-01,2016,12,December,Dec 2016,Adult,Female,0,0,0,0,0,0,0,1,0,0,1
Banana Shire Council,2016-12-01,2016,12,December,Dec 2016,Adult,Male,3,0,2,0,0,0,3,1,0,2,8
Banana Shire Council,2016-12-01,2016,12,December,Dec 2016,Juvenile,Male,0,0,0,0,0,0,4,0,0,0,0
Banana Shire Council,2017-01-01,2017,1,January,Jan 2017,Adult,Female,1,0,0,0,0,0,0,0,0,1,2
Banana Shire Council,2017-01-01,2017,1,January,Jan 2017,Adult,Male,0,0,0,0,0,0,1,0,0,1,8
Banana Shire Council,2017-01-01,2017,1,January,Jan 2017,Juvenile,Female,0,0,0,0,0,0,3,0,0,0,0
Banana Shire Council,2017-01-01,2017,1,January,Jan 2017,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Banana Shire Council,2017-02-01,2017,2,February,Feb 2017,Adult,Female,0,0,0,0,0,0,0,0,0,1,1
Banana Shire Council,2017-02-01,2017,2,February,Feb 2017,Adult,Male,2,0,0,0,0,0,1,0,0,3,5
Banana Shire Council,2017-02-01,2017,2,February,Feb 2017,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Banana Shire Council,2017-02-01,2017,2,February,Feb 2017,Juvenile,Male,1,0,1,0,0,0,0,0,0,0,0
Banana Shire Council,2017-03-01,2017,3,March,Mar 2017,Adult,Female,0,0,0,0,0,0,1,1,0,3,1
Banana Shire Council,2017-03-01,2017,3,March,Mar 2017,Adult,Male,2,0,1,1,0,0,3,0,0,6,2
Banana Shire Council,2017-04-01,2017,4,April,Apr 2017,Adult,Female,1,0,0,0,0,0,0,1,1,0,0
Banana Shire Council,2017-04-01,2017,4,April,Apr 2017,Adult,Male,0,0,0,0,0,0,0,0,0,2,5
Banana Shire Council,2017-05-01,2017,5,May,May 2017,Adult,Female,0,0,0,0,0,0,0,0,0,0,2
Banana Shire Council,2017-05-01,2017,5,May,May 2017,Adult,Male,1,0,1,1,0,0,0,1,1,3,12
Banana Shire Council,2017-06-01,2017,6,June,Jun 2017,Adult,Female,1,0,1,0,0,0,0,0,0,0,1
Banana Shire Council,2017-06-01,2017,6,June,Jun 2017,Adult,Male,2,1,1,5,0,0,0,1,0,6,7
Banana Shire Council,2017-07-01,2017,7,July,Jul 2017,Adult,Female,1,0,0,0,0,0,0,0,7,0,1
Banana Shire Council,2017-07-01,2017,7,July,Jul 2017,Adult,Male,5,0,5,0,0,0,2,2,0,4,5
Banana Shire Council,2017-08-01,2017,8,August,Aug 2017,Adult,Female,0,0,0,0,0,0,0,0,0,2,0
Banana Shire Council,2017-08-01,2017,8,August,Aug 2017,Adult,Male,3,0,2,1,0,0,0,0,0,8,10
Banana Shire Council,2017-08-01,2017,8,August,Aug 2017,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Banana Shire Council,2017-09-01,2017,9,September,Sep 2017,Adult,Female,1,1,0,0,0,0,0,0,0,1,0
Banana Shire Council,2017-09-01,2017,9,September,Sep 2017,Adult,Male,1,0,0,0,0,0,0,1,0,6,6
Banana Shire Council,2017-09-01,2017,9,September,Sep 2017,Juvenile,Male,0,0,0,0,0,0,2,0,0,0,0
Banana Shire Council,2017-10-01,2017,10,October,Oct 2017,Adult,Female,0,0,0,0,0,0,0,0,2,0,2
Banana Shire Council,2017-10-01,2017,10,October,Oct 2017,Adult,Male,1,0,1,2,0,0,0,4,1,1,9
Banana Shire Council,2017-11-01,2017,11,November,Nov 2017,Adult,Female,1,0,0,0,0,0,0,0,0,1,2
