lga_name,date,year,month_num,month_name,month_label,age_group,sex,Assault,Grievous Assault,Serious Assault,Sexual Offences,Robbery,Armed Robbery,Unlawful Entry,Other Property Damage,Fraud,Breach Domestic Violence Protection Order,Drink Driving
Southern Downs Regional Council,2024-01-01,2024,1,January,Jan 2024,Juvenile,Male,1,0,1,1,0,0,2,2,0,0,0
Southern Downs Regional Council,2024-02-01,2024,2,February,Feb 2024,Adult,Female,2,0,2,0,0,0,3,2,22,2,8
Southern Downs Regional Council,2024-02-01,2024,2,February,Feb 2024,Adult,Male,7,0,4,3,0,0,12,5,3,18,22
Southern Downs Regional Council,2024-02-01,2024,2,February,Feb 2024,Juvenile,Female,0,0,0,0,0,0,1,2,0,0,0
Southern Downs Regional Council,2024-02-01,2024,2,February,Feb 2024,Juvenile,Male,1,0,1,0,0,0,19,2,0,0,0
Southern Downs Regional Council,2024-03-01,2024,3,March,Mar 2024,Adult,Female,0,0,0,0,0,0,0,1,0,2,17
Southern Downs Regional Council,2024-03-01,2024,3,March,Mar 2024,Adult,Male,7,0,3,4,0,0,1,3,0,12,41
Southern Downs Regional Council,2024-03-01,2024,3,March,Mar 2024,Juvenile,Male,0,0,0,1,0,0,0,0,0,0,1
Southern Downs Regional Council,2024-04-01,2024,4,April,Apr 2024,Adult,Female,1,0,0,1,0,0,0,2,0,4,22
Southern Downs Regional Council,2024-04-01,2024,4,April,Apr 2024,Adult,Male,6,0,4,1,1,0,1,0,1,9,50
Southern Downs Regional Council,2024-04-01,2024,4,April,Apr 2024,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2024-04-01,2024,4,April,Apr 2024,Juvenile,Female,1,0,0,0,0,0,2,0,0,0,0
Southern Downs Regional Council,2024-04-01,2024,4,April,Apr 2024,Juvenile,Male,0,0,0,0,0,0,6,0,0,0,0
Southern Downs Regional Council,2024-05-01,2024,5,May,May 2024,Adult,Female,0,0,0,0,0,0,0,0,0,0,6
Southern Downs Regional Council,2024-05-01,2024,5,May,May 2024,Adult,Male,9,0,7,3,1,1,2,8,1,30,21
Southern Downs Regional Council,2024-05-01,2024,5,May,May 2024,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Southern Downs Regional Council,2024-05-01,2024,5,May,May 2024,Juvenile,Male,2,0,0,0,0,0,5,0,0,0,0
Southern Downs Regional Council,2024-06-01,2024,6,June,Jun 2024,Adult,Female,0,0,0,0,0,0,0,1,2,1,10
Southern Downs Regional Council,2024-06-01,2024,6,June,Jun 2024,Adult,Male,4,0,3,3,3,2,5,3,2,11,26
Southern Downs Regional Council,2024-06-01,2024,6,June,Jun 2024,Juvenile,Female,2,0,0,0,0,0,0,0,0,0,0
Southern Downs Regional Council,2024-06-01,2024,6,June,Jun 2024,Juvenile,Male,0,0,0,1,0,0,0,1,0,0,0
Southern Downs Regional Council,2024-07-01,2024,7,July,Jul 2024,Adult,Female,2,0,1,0,1,1,0,0,1,4,3
Southern Downs Regional Council,2024-07-01,2024,7,July,Jul 2024,Adult,Male,4,0,4,1,1,1,1,3,2,12,19
Southern Downs Regional Council,2024-07-01,2024,7,July,Jul 2024,Juvenile,Male,0,0,0,0,0,0,0,2,0,0,0
Southern Downs Regional Council,2024-08-01,2024,8,August,Aug 2024,Adult,Female,3,1,2,0,1,1,2,2,0,6,8
Southern Downs Regional Council,2024-08-01,2024,8,August,Aug 2024,Adult,Male,5,0,4,4,1,1,1,3,2,9,24
Southern Downs Regional Council,2024-08-01,2024,8,August,Aug 2024,Juvenile,Male,2,0,1,1,0,0,2,4,0,0,0
Southern Downs Regional Council,2024-09-01,2024,9,September,Sep 2024,Adult,Female,1,0,1,1,1,0,0,1,0,4,5
Southern Downs Regional Council,2024-09-01,2024,9,September,Sep 2024,Adult,Male,5,0,3,1,0,0,0,7,1,10,19
Southern Downs Regional Council,2024-09-01,2024,9,September,Sep 2024,Juvenile,Male,1,0,1,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2024-10-01,2024,10,October,Oct 2024,Adult,Female,1,0,1,0,0,0,1,0,1,3,9
Southern Downs Regional Council,2024-10-01,2024,10,October,Oct 2024,Adult,Male,5,1,0,1,0,0,5,4,8,13,34
Southern Downs Regional Council,2024-10-01,2024,10,October,Oct 2024,Juvenile,Female,0,0,0,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2024-10-01,2024,10,October,Oct 2024,Juvenile,Male,2,0,2,0,0,0,1,3,0,0,1
Southern Downs Regional Council,2024-11-01,2024,11,November,Nov 2024,Adult,Female,2,0,0,0,0,0,0,0,0,0,10
Southern Downs Regional Council,2024-11-01,2024,11,November,Nov 2024,Adult,Male,7,0,4,1,1,1,2,6,2,8,36
Southern Downs Regional Council,2024-11-01,2024,11,November,Nov 2024,Juvenile,Male,3,0,2,0,0,0,3,0,0,0,0
Southern Downs Regional Council,2024-12-01,2024,12,December,Dec 2024,Adult,Female,2,0,2,0,0,0,0,0,1,4,17
Southern Downs Regional Council,2024-12-01,2024,12,December,Dec 2024,Adult,Male,8,0,3,2,0,0,0,3,4,9,42
Southern Downs Regional Council,2024-12-01,2024,12,December,Dec 2024,Juvenile,Female,1,0,0,0,0,0,0,0,1,0,0
Southern Downs Regional Council,2024-12-01,2024,12,December,Dec 2024,Juvenile,Male,1,0,1,0,0,0,0,1,0,0,1
Southern Downs Regional Council,2025-01-01,2025,1,January,Jan 2025,Adult,Female,1,0,0,0,0,0,1,1,1,0,21
Southern Downs Regional Council,2025-01-01,2025,1,January,Jan 2025,Adult,Male,8,0,6,2,0,0,1,2,3,13,49
Southern Downs Regional Council,2025-01-01,2025,1,January,Jan 2025,Juvenile,Male,0,0,0,0,0,0,1,1,1,0,0
Southern Downs Regional Council,2025-02-01,2025,2,February,Feb 2025,Adult,Female,0,0,0,0,0,0,0,0,1,2,8
Southern Downs Regional Council,2025-02-01,2025,2,February,Feb 2025,Adult,Male,3,0,2,6,0,0,2,5,1,8,20
Southern Downs Regional Council,2025-02-01,2025,2,February,Feb 2025,Juvenile,Female,2,0,1,0,0,0,0,1,0,0,0
Southern Downs Regional Council,2025-03-01,2025,3,March,Mar 2025,Adult,Female,2,0,0,0,0,0,0,0,0,1,8
Southern Downs Regional Council,2025-03-01,2025,3,March,Mar 2025,Adult,Male,4,0,3,3,0,0,6,3,0,14,23
Southern Downs Regional Council,2025-03-01,2025,3,March,Mar 2025,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Southern Downs Regional Council,2025-03-01,2025,3,March,Mar 2025,Juvenile,Male,1,0,1,0,0,0,1,0,0,0,0
Southern Downs Regional Council,2025-04-01,2025,4,April,Apr 2025,Adult,Female,3,0,3,0,0,0,1,2,0,0,9
Southern Downs Regional Council,2025-04-01,2025,4,April,Apr 2025,Adult,Male,5,0,3,5,0,0,2,4,1,9,29
Southern Downs Regional Council,2025-05-01,2025,5,May,May 2025,Adult,Female,0,0,0,0,0,0,0,0,0,1,14
Southern Downs Regional Council,2025-05-01,2025,5,May,May 2025,Adult,Male,6,0,4,2,0,0,5,4,5,9,33
Southern Downs Regional Council,2025-05-01,2025,5,May,May 2025,Juvenile,Male,2,0,1,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2025-06-01,2025,6,June,Jun 2025,Adult,Female,0,0,0,0,0,0,0,0,0,1,9
Southern Downs Regional Council,2025-06-01,2025,6,June,Jun 2025,Adult,Male,2,0,0,4,0,0,2,2,0,9,22
Southern Downs Regional Council,2025-06-01,2025,6,June,Jun 2025,Juvenile,Male,0,0,0,0,1,1,0,0,0,0,0
Southern Downs Regional Council,2025-06-01,2025,6,June,Jun 2025,Juvenile,Not Stated,1,0,1,0,0,0,0,0,0,0,0
Southern Downs Regional Council,2025-07-01,2025,7,July,Jul 2025,Adult,Female,3,0,3,0,0,0,0,0,0,2,7
Southern Downs Regional Council,2025-07-01,2025,7,July,Jul 2025,Adult,Male,3,0,1,4,0,0,4,3,0,7,18
Southern Downs Regional Council,2025-07-01,2025,7,July,Jul 2025,Juvenile,Female,1,0,1,0,0,0,1,0,0,0,0
Southern Downs Regional Council,2025-07-01,2025,7,July,Jul 2025,Juvenile,Male,0,0,0,0,2,2,3,1,0,1,1
Southern Downs Regional Council,2025-08-01,2025,8,August,Aug 2025,Adult,Female,1,0,0,0,0,0,1,0,1,3,6
Southern Downs Regional Council,2025-08-01,2025,8,August,Aug 2025,Adult,Male,4,0,2,2,1,1,10,5,6,11,20
Southern Downs Regional Council,2025-08-01,2025,8,August,Aug 2025,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2025-08-01,2025,8,August,Aug 2025,Juvenile,Female,3,0,2,0,0,0,1,3,0,0,0
Southern Downs Regional Council,2025-08-01,2025,8,August,Aug 2025,Juvenile,Male,1,0,0,2,0,0,2,0,0,0,0
Southern Downs Regional Council,2025-09-01,2025,9,September,Sep 2025,Adult,Female,0,0,0,0,0,0,0,0,7,2,8
Southern Downs Regional Council,2025-09-01,2025,9,September,Sep 2025,Adult,Male,8,0,4,2,0,0,4,5,1,12,29
Southern Downs Regional Council,2025-09-01,2025,9,September,Sep 2025,Juvenile,Female,1,0,0,0,0,0,0,0,0,0,0
Southern Downs Regional Council,2025-09-01,2025,9,September,Sep 2025,Juvenile,Male,0,0,0,0,1,1,2,0,0,0,0
Southern Downs Regional Council,2025-10-01,2025,10,October,Oct 2025,Adult,Female,2,0,1,0,0,0,0,1,0,0,5
Southern Downs Regional Council,2025-10-01,2025,10,October,Oct 2025,Adult,Male,2,0,0,0,0,0,1,1,0,8,25
Southern Downs Regional Council,2025-10-01,2025,10,October,Oct 2025,Juvenile,Female,2,0,2,0,0,0,0,0,0,0,0
Southern Downs Regional Council,2025-10-01,2025,10,October,Oct 2025,Juvenile,Male,0,0,0,0,0,0,0,3,0,0,0
Southern Downs Regional Council,2025-11-01,2025,11,November,Nov 2025,Adult,Female,1,0,1,1,0,0,0,2,2,0,10
Southern Downs Regional Council,2025-11-01,2025,11,November,Nov 2025,Adult,Male,3,0,2,4,0,0,1,4,2,8,28
Southern Downs Regional Council,2025-11-01,2025,11,November,Nov 2025,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2025-11-01,2025,11,November,Nov 2025,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0
Southern Downs Regional Council,2025-11-01,2025,11,November,Nov 2025,Juvenile,Male,2,0,0,0,0,0,1,0,0,2,1
Southern Downs Regional Council,2025-12-01,2025,12,December,Dec 2025,Adult,Female,1,0,1,0,0,0,0,0,0,1,9
Southern Downs Regional Council,2025-12-01,2025,12,December,Dec 2025,Adult,Male,6,0,2,0,2,0,1,4,1,11,49
Southern Downs Regional Council,2025-12-01,2025,12,December,Dec 2025,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2025-12-01,2025,12,December,Dec 2025,Juvenile,Male,0,0,0,0,0,0,0,0,0,0,1
Southern Downs Regional Council,2026-01-01,2026,1,January,Jan 2026,Adult,Female,0,0,0,0,0,0,0,1,3,4,15
Southern Downs Regional Council,2026-01-01,2026,1,January,Jan 2026,Adult,Male,16,0,12,1,0,0,1,2,2,18,55
Southern Downs Regional Council,2026-01-01,2026,1,January,Jan 2026,Juvenile,Male,2,0,2,0,0,0,6,1,0,0,0
Southern Downs Regional Council,2026-02-01,2026,2,February,Feb 2026,Adult,Female,2,1,0,0,0,0,0,0,0,2,7
Southern Downs Regional Council,2026-02-01,2026,2,February,Feb 2026,Adult,Male,9,2,4,6,0,0,2,1,0,2,25
Southern Downs Regional Council,2026-02-01,2026,2,February,Feb 2026,Juvenile,Male,0,0,0,0,0,0,1,0,0,0,0
Southern Downs Regional Council,2026-03-01,2026,3,March,Mar 2026,Adult,Female,4,0,0,0,0,0,0,3,0,6,14
Southern Downs Regional Council,2026-03-01,2026,3,March,Mar 2026,Adult,Male,3,0,2,2,0,0,2,0,3,4,36
Southern Downs Regional Council,2026-03-01,2026,3,March,Mar 2026,Juvenile,Male,0,0,0,1,0,0,0,0,0,0,1
Sunshine Coast Regional Council,2010-01-01,2010,1,January,Jan 2010,Adult,Female,8,0,4,0,0,0,4,6,3,3,55
Sunshine Coast Regional Council,2010-01-01,2010,1,January,Jan 2010,Adult,Male,19,4,8,0,3,1,28,14,8,22,179
Sunshine Coast Regional Council,2010-01-01,2010,1,January,Jan 2010,Juvenile,Female,2,0,0,0,0,0,5,3,1,0,0
Sunshine Coast Regional Council,2010-01-01,2010,1,January,Jan 2010,Juvenile,Male,11,0,9,0,1,0,22,20,2,1,12
Sunshine Coast Regional Council,2010-02-01,2010,2,February,Feb 2010,Adult,Female,1,0,1,1,0,0,2,5,6,6,26
Sunshine Coast Regional Council,2010-02-01,2010,2,February,Feb 2010,Adult,Male,17,2,8,8,2,2,20,10,14,27,108
Sunshine Coast Regional Council,2010-02-01,2010,2,February,Feb 2010,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Sunshine Coast Regional Council,2010-02-01,2010,2,February,Feb 2010,Juvenile,Female,5,0,1,0,0,0,4,1,0,0,0
Sunshine Coast Regional Council,2010-02-01,2010,2,February,Feb 2010,Juvenile,Male,1,0,1,1,2,0,30,4,1,0,2
Sunshine Coast Regional Council,2010-03-01,2010,3,March,Mar 2010,Adult,Female,2,0,0,0,0,0,3,1,8,2,41
Sunshine Coast Regional Council,2010-03-01,2010,3,March,Mar 2010,Adult,Male,14,1,5,7,1,0,20,22,18,27,126
Sunshine Coast Regional Council,2010-03-01,2010,3,March,Mar 2010,Juvenile,Female,5,0,3,0,0,0,5,5,1,0,0
Sunshine Coast Regional Council,2010-03-01,2010,3,March,Mar 2010,Juvenile,Male,11,3,6,1,0,0,17,33,2,1,5
Sunshine Coast Regional Council,2010-04-01,2010,4,April,Apr 2010,Adult,Female,5,0,2,0,0,0,4,6,3,4,41
Sunshine Coast Regional Council,2010-04-01,2010,4,April,Apr 2010,Adult,Male,20,2,15,1,0,0,30,17,12,20,111
Sunshine Coast Regional Council,2010-04-01,2010,4,April,Apr 2010,Juvenile,Female,2,0,0,0,0,0,5,2,0,0,0
Sunshine Coast Regional Council,2010-04-01,2010,4,April,Apr 2010,Juvenile,Male,5,3,0,1,1,0,10,17,0,0,3
Sunshine Coast Regional Council,2010-05-01,2010,5,May,May 2010,Adult,Female,6,2,2,0,0,0,2,5,24,4,42
Sunshine Coast Regional Council,2010-05-01,2010,5,May,May 2010,Adult,Male,12,2,5,2,6,5,24,15,41,22,136
Sunshine Coast Regional Council,2010-05-01,2010,5,May,May 2010,Adult,Not Stated,0,0,0,0,0,0,0,0,1,0,0
Sunshine Coast Regional Council,2010-05-01,2010,5,May,May 2010,Juvenile,Female,2,0,2,0,1,0,0,1,0,0,2
Sunshine Coast Regional Council,2010-05-01,2010,5,May,May 2010,Juvenile,Male,3,0,2,0,0,0,7,35,0,0,1
Sunshine Coast Regional Council,2010-06-01,2010,6,June,Jun 2010,Adult,Female,6,0,1,0,0,0,4,4,18,6,49
Sunshine Coast Regional Council,2010-06-01,2010,6,June,Jun 2010,Adult,Male,22,0,7,1,3,2,58,15,11,23,121
Sunshine Coast Regional Council,2010-06-01,2010,6,June,Jun 2010,Juvenile,Female,3,0,1,0,1,1,1,3,1,0,0
Sunshine Coast Regional Council,2010-06-01,2010,6,June,Jun 2010,Juvenile,Male,3,1,0,2,2,1,18,13,1,0,3
Sunshine Coast Regional Council,2010-07-01,2010,7,July,Jul 2010,Adult,Female,1,0,0,0,0,0,0,2,5,2,31
Sunshine Coast Regional Council,2010-07-01,2010,7,July,Jul 2010,Adult,Male,17,1,9,5,1,0,21,9,11,21,115
Sunshine Coast Regional Council,2010-07-01,2010,7,July,Jul 2010,Juvenile,Female,1,0,0,0,0,0,3,2,4,0,1
Sunshine Coast Regional Council,2010-07-01,2010,7,July,Jul 2010,Juvenile,Male,8,0,4,0,0,0,17,5,3,0,5
Sunshine Coast Regional Council,2010-08-01,2010,8,August,Aug 2010,Adult,Female,6,0,2,0,0,0,1,9,13,5,34
Sunshine Coast Regional Council,2010-08-01,2010,8,August,Aug 2010,Adult,Male,21,2,11,8,4,1,11,14,11,19,123
Sunshine Coast Regional Council,2010-08-01,2010,8,August,Aug 2010,Juvenile,Female,4,0,1,1,0,0,1,1,0,0,1
Sunshine Coast Regional Council,2010-08-01,2010,8,August,Aug 2010,Juvenile,Male,5,0,3,0,3,1,7,17,6,0,1
Sunshine Coast Regional Council,2010-09-01,2010,9,September,Sep 2010,Adult,Female,6,0,2,1,0,0,1,3,2,6,30
Sunshine Coast Regional Council,2010-09-01,2010,9,September,Sep 2010,Adult,Male,15,1,7,8,2,0,25,20,21,21,114
Sunshine Coast Regional Council,2010-09-01,2010,9,September,Sep 2010,Juvenile,Female,3,0,2,0,0,0,2,2,0,0,0
Sunshine Coast Regional Council,2010-09-01,2010,9,September,Sep 2010,Juvenile,Male,2,0,1,0,1,0,17,7,5,1,0
Sunshine Coast Regional Council,2010-10-01,2010,10,October,Oct 2010,Adult,Female,1,0,0,2,0,0,2,1,19,7,41
Sunshine Coast Regional Council,2010-10-01,2010,10,October,Oct 2010,Adult,Male,12,2,5,4,0,0,13,17,17,25,119
Sunshine Coast Regional Council,2010-10-01,2010,10,October,Oct 2010,Juvenile,Female,1,0,0,0,1,1,1,0,3,0,1
Sunshine Coast Regional Council,2010-10-01,2010,10,October,Oct 2010,Juvenile,Male,5,0,4,1,2,2,7,22,2,0,1
Sunshine Coast Regional Council,2010-11-01,2010,11,November,Nov 2010,Adult,Female,15,3,3,0,0,0,0,1,6,1,52
Sunshine Coast Regional Council,2010-11-01,2010,11,November,Nov 2010,Adult,Male,24,2,10,4,1,1,7,18,14,24,133
Sunshine Coast Regional Council,2010-11-01,2010,11,November,Nov 2010,Juvenile,Female,5,0,4,0,0,0,1,2,1,0,1
Sunshine Coast Regional Council,2010-11-01,2010,11,November,Nov 2010,Juvenile,Male,8,1,4,0,2,0,4,21,1,0,0
Sunshine Coast Regional Council,2010-12-01,2010,12,December,Dec 2010,Adult,Female,7,0,3,0,0,0,1,4,2,6,42
Sunshine Coast Regional Council,2010-12-01,2010,12,December,Dec 2010,Adult,Male,19,1,12,3,2,0,30,5,12,28,113
Sunshine Coast Regional Council,2010-12-01,2010,12,December,Dec 2010,Juvenile,Female,4,0,2,0,0,0,0,3,0,0,0
Sunshine Coast Regional Council,2010-12-01,2010,12,December,Dec 2010,Juvenile,Male,4,0,3,2,0,0,6,6,0,0,1
Sunshine Coast Regional Council,2011-01-01,2011,1,January,Jan 2011,Adult,Female,7,0,3,0,0,0,2,1,13,2,51
Sunshine Coast Regional Council,2011-01-01,2011,1,January,Jan 2011,Adult,Male,16,1,6,5,0,0,25,15,14,19,135
Sunshine Coast Regional Council,2011-01-01,2011,1,January,Jan 2011,Adult,Not Stated,0,0,0,0,0,0,1,0,0,0,0
Sunshine Coast Regional Council,2011-01-01,2011,1,January,Jan 2011,Juvenile,Female,6,0,2,0,0,0,2,3,1,0,3
Sunshine Coast Regional Council,2011-01-01,2011,1,January,Jan 2011,Juvenile,Male,8,0,5,0,1,0,5,11,5,0,1
Sunshine Coast Regional Council,2011-02-01,2011,2,February,Feb 2011,Adult,Female,5,0,1,0,0,0,2,2,1,2,37
Sunshine Coast Regional Council,2011-02-01,2011,2,February,Feb 2011,Adult,Male,21,4,10,1,1,0,10,11,12,20,93
Sunshine Coast Regional Council,2011-02-01,2011,2,February,Feb 2011,Juvenile,Female,4,0,2,0,1,1,0,3,9,0,1
Sunshine Coast Regional Council,2011-02-01,2011,2,February,Feb 2011,Juvenile,Male,3,0,1,0,2,2,9,8,1,0,5
Sunshine Coast Regional Council,2011-03-01,2011,3,March,Mar 2011,Adult,Female,3,0,1,0,0,0,0,0,16,1,30
Sunshine Coast Regional Council,2011-03-01,2011,3,March,Mar 2011,Adult,Male,29,2,18,2,2,1,51,24,14,16,78
Sunshine Coast Regional Council,2011-03-01,2011,3,March,Mar 2011,Juvenile,Female,5,0,2,0,0,0,1,7,0,0,0
Sunshine Coast Regional Council,2011-03-01,2011,3,March,Mar 2011,Juvenile,Male,4,0,2,1,1,1,19,8,0,0,0
Sunshine Coast Regional Council,2011-04-01,2011,4,April,Apr 2011,Adult,Female,3,0,2,0,0,0,1,1,7,2,32
Sunshine Coast Regional Council,2011-04-01,2011,4,April,Apr 2011,Adult,Male,16,0,8,2,0,0,35,33,10,20,100
Sunshine Coast Regional Council,2011-04-01,2011,4,April,Apr 2011,Juvenile,Female,4,0,3,0,0,0,2,4,0,0,2
Sunshine Coast Regional Council,2011-04-01,2011,4,April,Apr 2011,Juvenile,Male,4,0,1,1,4,0,22,18,0,0,0
Sunshine Coast Regional Council,2011-05-01,2011,5,May,May 2011,Adult,Female,3,0,2,0,0,0,5,3,5,2,26
Sunshine Coast Regional Council,2011-05-01,2011,5,May,May 2011,Adult,Male,16,0,9,3,2,0,29,23,18,19,90
Sunshine Coast Regional Council,2011-05-01,2011,5,May,May 2011,Juvenile,Female,3,0,2,0,0,0,4,4,0,0,1
Sunshine Coast Regional Council,2011-05-01,2011,5,May,May 2011,Juvenile,Male,1,0,1,1,2,2,9,5,1,0,0
Sunshine Coast Regional Council,2011-06-01,2011,6,June,Jun 2011,Adult,Female,5,0,4,0,1,0,10,0,14,3,40
Sunshine Coast Regional Council,2011-06-01,2011,6,June,Jun 2011,Adult,Male,23,1,13,7,0,0,28,19,18,23,107
Sunshine Coast Regional Council,2011-06-01,2011,6,June,Jun 2011,Juvenile,Female,4,0,3,0,0,0,0,1,0,0,2
Sunshine Coast Regional Council,2011-06-01,2011,6,June,Jun 2011,Juvenile,Male,0,0,0,2,0,0,39,9,7,0,3
Sunshine Coast Regional Council,2011-07-01,2011,7,July,Jul 2011,Adult,Female,4,1,0,0,0,0,1,3,12,5,30
Sunshine Coast Regional Council,2011-07-01,2011,7,July,Jul 2011,Adult,Male,14,1,7,3,0,0,18,52,24,22,100
Sunshine Coast Regional Council,2011-07-01,2011,7,July,Jul 2011,Juvenile,Female,1,0,1,0,0,0,4,5,2,0,0
Sunshine Coast Regional Council,2011-07-01,2011,7,July,Jul 2011,Juvenile,Male,5,0,3,3,0,0,5,33,0,0,2
Sunshine Coast Regional Council,2011-08-01,2011,8,August,Aug 2011,Adult,Female,5,0,0,0,0,0,1,0,8,4,30
Sunshine Coast Regional Council,2011-08-01,2011,8,August,Aug 2011,Adult,Male,15,0,10,4,4,4,31,22,19,22,81
Sunshine Coast Regional Council,2011-08-01,2011,8,August,Aug 2011,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Sunshine Coast Regional Council,2011-08-01,2011,8,August,Aug 2011,Juvenile,Female,2,0,1,4,0,0,3,0,0,0,2
Sunshine Coast Regional Council,2011-08-01,2011,8,August,Aug 2011,Juvenile,Male,3,0,1,8,1,1,8,4,2,0,1
Sunshine Coast Regional Council,2011-09-01,2011,9,September,Sep 2011,Adult,Female,5,2,2,0,0,0,1,2,4,5,28
Sunshine Coast Regional Council,2011-09-01,2011,9,September,Sep 2011,Adult,Male,19,0,11,2,3,3,23,16,11,18,90
Sunshine Coast Regional Council,2011-09-01,2011,9,September,Sep 2011,Juvenile,Female,2,0,2,1,0,0,4,0,1,0,0
Sunshine Coast Regional Council,2011-09-01,2011,9,September,Sep 2011,Juvenile,Male,7,0,4,3,0,0,2,15,1,0,4
Sunshine Coast Regional Council,2011-10-01,2011,10,October,Oct 2011,Adult,Female,7,0,2,0,0,0,3,2,21,4,47
Sunshine Coast Regional Council,2011-10-01,2011,10,October,Oct 2011,Adult,Male,28,0,13,10,10,7,27,42,18,27,103
Sunshine Coast Regional Council,2011-10-01,2011,10,October,Oct 2011,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,1
Sunshine Coast Regional Council,2011-10-01,2011,10,October,Oct 2011,Juvenile,Female,2,0,2,0,0,0,1,0,0,0,0
Sunshine Coast Regional Council,2011-10-01,2011,10,October,Oct 2011,Juvenile,Male,9,0,9,4,2,1,8,13,0,2,1
Sunshine Coast Regional Council,2011-11-01,2011,11,November,Nov 2011,Adult,Female,10,0,4,0,0,0,2,0,13,6,19
Sunshine Coast Regional Council,2011-11-01,2011,11,November,Nov 2011,Adult,Male,20,2,9,9,2,1,17,17,13,31,103
Sunshine Coast Regional Council,2011-11-01,2011,11,November,Nov 2011,Juvenile,Female,7,0,2,0,0,0,0,0,2,0,2
Sunshine Coast Regional Council,2011-11-01,2011,11,November,Nov 2011,Juvenile,Male,2,0,1,2,0,0,7,12,1,0,2
Sunshine Coast Regional Council,2011-12-01,2011,12,December,Dec 2011,Adult,Female,8,0,4,0,1,1,5,3,7,4,24
Sunshine Coast Regional Council,2011-12-01,2011,12,December,Dec 2011,Adult,Male,31,0,20,4,3,2,28,23,18,26,100
Sunshine Coast Regional Council,2011-12-01,2011,12,December,Dec 2011,Juvenile,Female,3,0,3,0,0,0,0,0,0,0,0
Sunshine Coast Regional Council,2011-12-01,2011,12,December,Dec 2011,Juvenile,Male,6,0,5,1,3,0,8,20,1,2,0
Sunshine Coast Regional Council,2012-01-01,2012,1,January,Jan 2012,Adult,Female,7,0,2,0,0,0,4,1,11,4,34
Sunshine Coast Regional Council,2012-01-01,2012,1,January,Jan 2012,Adult,Male,23,1,8,1,1,1,16,17,29,35,95
Sunshine Coast Regional Council,2012-01-01,2012,1,January,Jan 2012,Juvenile,Female,0,0,0,1,0,0,2,0,2,0,0
Sunshine Coast Regional Council,2012-01-01,2012,1,January,Jan 2012,Juvenile,Male,4,0,0,2,0,0,6,18,2,0,2
Sunshine Coast Regional Council,2012-02-01,2012,2,February,Feb 2012,Adult,Female,3,0,2,0,0,0,2,5,11,5,18
Sunshine Coast Regional Council,2012-02-01,2012,2,February,Feb 2012,Adult,Male,32,1,18,1,6,3,21,23,24,36,81
Sunshine Coast Regional Council,2012-02-01,2012,2,February,Feb 2012,Juvenile,Female,2,0,2,0,0,0,0,2,0,0,1
Sunshine Coast Regional Council,2012-02-01,2012,2,February,Feb 2012,Juvenile,Male,7,0,4,0,1,0,20,19,1,0,2
Sunshine Coast Regional Council,2012-03-01,2012,3,March,Mar 2012,Adult,Female,12,0,5,0,0,0,3,5,12,3,25
Sunshine Coast Regional Council,2012-03-01,2012,3,March,Mar 2012,Adult,Male,23,0,11,3,1,1,17,13,16,31,81
Sunshine Coast Regional Council,2012-03-01,2012,3,March,Mar 2012,Juvenile,Female,2,0,1,0,2,0,1,0,0,0,0
Sunshine Coast Regional Council,2012-03-01,2012,3,March,Mar 2012,Juvenile,Male,3,0,2,5,0,0,5,4,10,0,0
Sunshine Coast Regional Council,2012-04-01,2012,4,April,Apr 2012,Adult,Female,7,0,1,0,0,0,5,3,2,2,19
Sunshine Coast Regional Council,2012-04-01,2012,4,April,Apr 2012,Adult,Male,19,0,10,3,5,3,11,12,10,27,75
Sunshine Coast Regional Council,2012-04-01,2012,4,April,Apr 2012,Juvenile,Female,2,0,1,0,0,0,3,4,2,0,0
Sunshine Coast Regional Council,2012-04-01,2012,4,April,Apr 2012,Juvenile,Male,4,0,2,0,1,1,7,3,8,0,0
Sunshine Coast Regional Council,2012-05-01,2012,5,May,May 2012,Adult,Female,3,0,1,0,0,0,3,2,8,4,33
Sunshine Coast Regional Council,2012-05-01,2012,5,May,May 2012,Adult,Male,18,2,7,0,9,9,26,22,15,36,73
Sunshine Coast Regional Council,2012-05-01,2012,5,May,May 2012,Juvenile,Female,0,0,0,0,0,0,2,0,1,0,1
Sunshine Coast Regional Council,2012-05-01,2012,5,May,May 2012,Juvenile,Male,1,0,0,1,2,2,9,6,4,0,1
Sunshine Coast Regional Council,2012-06-01,2012,6,June,Jun 2012,Adult,Female,5,0,2,0,0,0,3,6,7,5,26
